index,user_id,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
Unnamed 11250,1021350,9.0,9.0,0.0,9.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11251,1021365,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,9.0,0.0
Unnamed 11252,1021443,6.0,9.0,9.0,6.0,3.0,12.0,0.0,9.0,6.0,0.0,0.0,9.0,3.0,9.0
Unnamed 11253,1021475,0.0,0.0,14.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0
Unnamed 11254,1021495,0.0,9.0,9.0,6.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,3.0
Unnamed 11255,1021600,0.0,9.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11256,1021651,0.0,12.0,3.0,9.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1021795,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11257,1021800,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11258,1021829,6.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11259,1021833,0.0,6.0,9.0,3.0,6.0,3.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,3.0
Unnamed 11260,1021897,9.0,12.0,0.0,12.0,0.0,9.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11261,1022003,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11262,1022021,51.0,12.0,14.0,30.0,9.0,18.0,0.0,21.0,45.0,0.0,15.0,36.0,9.0,6.0
Unnamed 11263,1022024,0.0,9.0,0.0,3.0,0.0,12.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0
Unnamed 11264,1022038,30.0,3.0,6.0,12.0,6.0,3.0,0.0,3.0,36.0,3.0,3.0,6.0,0.0,3.0
Unnamed 11265,1022095,6.0,3.0,12.0,12.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11266,1022125,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0
Unnamed 11267,1022142,15.0,12.0,9.0,21.0,3.0,15.0,0.0,12.0,9.0,3.0,12.0,15.0,3.0,6.0
83,1022188,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5,1022205,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11268,1022229,6.0,12.0,0.0,6.0,0.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11269,1022270,0.0,0.0,6.0,3.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11270,1022288,9.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11271,1022296,0.0,3.0,15.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,6.0
Unnamed 11272,1022317,0.0,9.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11273,1022376,0.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
Unnamed 11274,1022453,45.0,0.0,3.0,15.0,0.0,12.0,0.0,15.0,45.0,0.0,3.0,36.0,9.0,6.0
Unnamed 11275,1022543,3.0,9.0,0.0,6.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11276,1022546,3.0,0.0,9.0,3.0,6.0,6.0,0.0,6.0,3.0,0.0,0.0,9.0,0.0,3.0
Unnamed 11277,1022570,15.0,12.0,0.0,18.0,0.0,15.0,0.0,9.0,15.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11278,1022586,0.0,6.0,2.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,5.0
Unnamed 11279,1022598,9.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,6.0
Unnamed 11280,1022628,15.0,3.0,0.0,3.0,0.0,3.0,0.0,6.0,18.0,0.0,3.0,6.0,0.0,0.0
Unnamed 11281,1022662,3.0,3.0,9.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,3.0
Unnamed 11282,1022678,18.0,9.0,0.0,9.0,0.0,3.0,0.0,9.0,9.0,0.0,0.0,3.0,0.0,0.0
57,1022684,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11283,1022716,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11284,1022772,12.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,0.0,3.0,0.0,0.0,0.0
83,1022802,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11285,1022831,3.0,3.0,3.0,0.0,0.0,6.0,0.0,12.0,3.0,3.0,0.0,3.0,0.0,3.0
Unnamed 11286,1022832,6.0,6.0,0.0,6.0,0.0,12.0,0.0,12.0,3.0,0.0,3.0,3.0,0.0,0.0
Unnamed 11287,1022856,0.0,9.0,3.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,9.0
Unnamed 11288,1022873,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
83,1022955,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11289,1022994,3.0,12.0,0.0,9.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11290,1023067,0.0,9.0,0.0,3.0,0.0,6.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11291,1023075,9.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,3.0
83,1023172,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11292,1023210,9.0,6.0,0.0,3.0,0.0,12.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0
15,1023212,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11293,1023349,9.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
116,1023373,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11294,1023383,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,6.0
Unnamed 11295,1023388,3.0,12.0,0.0,6.0,0.0,3.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11296,1023408,27.0,12.0,6.0,15.0,6.0,15.0,0.0,12.0,30.0,0.0,3.0,3.0,0.0,3.0
Unnamed 11297,1023458,9.0,12.0,0.0,12.0,0.0,15.0,0.0,9.0,6.0,0.0,9.0,0.0,0.0,0.0
Unnamed 11298,1023494,12.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11299,1023511,0.0,9.0,0.0,3.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11300,1023665,0.0,6.0,6.0,0.0,3.0,9.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,3.0
83,1023697,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11301,1023701,6.0,9.0,2.0,9.0,0.0,9.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,5.0
83,1023778,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11302,1023780,9.0,3.0,18.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0
Unnamed 11303,1023818,18.0,9.0,3.0,15.0,3.0,6.0,0.0,12.0,15.0,0.0,3.0,6.0,0.0,3.0
Unnamed 11304,1023842,3.0,12.0,9.0,6.0,12.0,3.0,0.0,9.0,0.0,0.0,3.0,12.0,0.0,3.0
Unnamed 11305,1023860,24.0,9.0,0.0,9.0,0.0,6.0,0.0,15.0,18.0,3.0,6.0,3.0,0.0,3.0
116,1023931,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1023968,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5,1024042,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1024110,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11306,1024141,45.0,12.0,9.0,21.0,6.0,24.0,0.0,18.0,42.0,3.0,3.0,21.0,0.0,6.0
Unnamed 11307,1024162,9.0,12.0,0.0,9.0,0.0,3.0,0.0,9.0,9.0,0.0,3.0,3.0,0.0,0.0
Unnamed 11308,1024186,9.0,3.0,9.0,3.0,3.0,3.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0
83,1024228,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11309,1024258,3.0,3.0,9.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,0.0,9.0
Unnamed 11310,1024278,3.0,9.0,0.0,3.0,0.0,3.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
57,1024301,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11311,1024305,15.0,12.0,9.0,9.0,6.0,3.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,3.0
Unnamed 11312,1024310,3.0,9.0,0.0,9.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11313,1024370,12.0,3.0,0.0,9.0,0.0,0.0,0.0,12.0,6.0,0.0,6.0,0.0,0.0,0.0
Unnamed 11314,1024456,3.0,6.0,0.0,0.0,0.0,6.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
83,1024465,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11315,1024535,15.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11316,1024541,15.0,0.0,0.0,12.0,3.0,3.0,0.0,3.0,12.0,3.0,12.0,3.0,0.0,3.0
Unnamed 11317,1024583,36.0,12.0,6.0,36.0,0.0,21.0,0.0,24.0,24.0,0.0,15.0,6.0,0.0,3.0
157,1024687,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11318,1024800,18.0,6.0,0.0,18.0,0.0,6.0,0.0,12.0,12.0,0.0,6.0,0.0,0.0,0.0
5,1024812,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1024825,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11319,1024845,6.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,3.0,0.0,6.0
Unnamed 11320,1024900,0.0,9.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11321,1024930,0.0,3.0,3.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11322,1024944,15.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11323,1024989,9.0,6.0,0.0,3.0,0.0,3.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11324,1025014,21.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,18.0,3.0,0.0,3.0,0.0,0.0
15,1025101,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11325,1025151,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11326,1025162,0.0,6.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11327,1025174,27.0,3.0,6.0,3.0,3.0,6.0,0.0,6.0,24.0,3.0,3.0,9.0,0.0,3.0
Unnamed 11328,1025181,6.0,9.0,0.0,3.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
57,1025317,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11329,1025336,6.0,6.0,3.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,3.0
Unnamed 11330,1025421,3.0,12.0,9.0,6.0,6.0,15.0,0.0,15.0,3.0,3.0,0.0,9.0,0.0,3.0
Unnamed 11331,1025520,3.0,12.0,0.0,6.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11332,1025521,0.0,12.0,0.0,6.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11333,1025568,0.0,6.0,9.0,0.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,9.0,3.0,6.0
Unnamed 11334,1025580,3.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,3.0,0.0,6.0
5,1025628,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11335,1025658,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,6.0
Unnamed 11336,1025670,6.0,9.0,3.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11337,1025673,6.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
Unnamed 11338,1025713,6.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
83,1025721,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11339,1025736,12.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11340,1025747,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0
Unnamed 11341,1025759,27.0,12.0,3.0,24.0,0.0,9.0,0.0,15.0,30.0,0.0,3.0,3.0,0.0,6.0
22,1025776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Unnamed 11342,1025798,3.0,9.0,12.0,6.0,9.0,15.0,0.0,6.0,3.0,0.0,3.0,12.0,3.0,3.0
83,1025816,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11343,1025831,0.0,0.0,6.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11344,1025958,3.0,6.0,0.0,6.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
83,1025979,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11345,1025998,18.0,9.0,3.0,18.0,3.0,0.0,0.0,15.0,15.0,0.0,6.0,0.0,0.0,0.0
116,1026002,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1026004,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11346,1026046,0.0,9.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0
Unnamed 11347,1026055,12.0,3.0,0.0,9.0,0.0,0.0,0.0,12.0,6.0,0.0,6.0,0.0,0.0,0.0
Unnamed 11348,1026125,3.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,12.0,3.0,0.0,3.0
83,1026128,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11349,1026152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0
5,1026167,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11350,1026169,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0
Unnamed 11351,1026196,3.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0
Unnamed 11352,1026218,6.0,0.0,0.0,6.0,3.0,3.0,0.0,3.0,9.0,3.0,0.0,21.0,9.0,0.0
Unnamed 11353,1026222,33.0,0.0,0.0,9.0,0.0,3.0,0.0,6.0,33.0,0.0,9.0,3.0,0.0,0.0
83,1026259,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11354,1026266,0.0,9.0,0.0,3.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1026306,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11355,1026343,3.0,0.0,12.0,0.0,6.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0
Unnamed 11356,1026362,0.0,0.0,18.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
83,1026433,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83,1026447,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11357,1026469,0.0,3.0,0.0,0.0,3.0,9.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 11358,1026482,9.0,6.0,9.0,9.0,0.0,6.0,0.0,6.0,3.0,3.0,0.0,3.0,0.0,9.0
83,1026526,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5,1026527,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11359,1026542,0.0,9.0,0.0,3.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1026550,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11360,1026589,0.0,6.0,9.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0
116,1026593,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11361,1026605,9.0,3.0,3.0,0.0,3.0,0.0,0.0,9.0,6.0,0.0,3.0,3.0,0.0,0.0
Unnamed 11362,1026618,12.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11363,1026621,0.0,12.0,0.0,6.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11364,1026637,0.0,0.0,6.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
83,1026730,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11365,1026788,21.0,12.0,0.0,12.0,3.0,3.0,0.0,12.0,15.0,0.0,0.0,3.0,0.0,0.0
83,1026809,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83,1027038,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11366,1027046,0.0,6.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1027064,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1027097,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11367,1027125,3.0,6.0,0.0,9.0,0.0,3.0,0.0,18.0,0.0,0.0,3.0,3.0,0.0,3.0
Unnamed 11368,1027127,0.0,9.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0
Unnamed 11369,1027138,3.0,3.0,6.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0
Unnamed 11370,1027142,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0
Unnamed 11371,1027148,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
57,1027156,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11372,1027189,15.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11373,1027194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0
Unnamed 11374,1027247,0.0,3.0,9.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
Unnamed 11375,1027250,9.0,9.0,6.0,9.0,0.0,3.0,0.0,9.0,9.0,0.0,0.0,3.0,0.0,3.0
83,1027270,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11376,1027317,9.0,9.0,0.0,15.0,0.0,9.0,0.0,15.0,6.0,0.0,6.0,0.0,0.0,0.0
Unnamed 11377,1027327,6.0,12.0,0.0,12.0,0.0,9.0,0.0,15.0,0.0,3.0,0.0,3.0,0.0,3.0
83,1027344,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11378,1027353,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11379,1027395,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,6.0,0.0
116,1027405,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11380,1027476,15.0,3.0,6.0,0.0,6.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0
5,1027481,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11381,1027492,9.0,9.0,0.0,9.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
83,1027551,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11382,1027553,12.0,12.0,0.0,18.0,0.0,11.0,0.0,17.0,15.0,0.0,0.0,3.0,0.0,3.0
83,1027595,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11383,1027602,6.0,3.0,6.0,0.0,6.0,3.0,0.0,9.0,6.0,0.0,3.0,0.0,0.0,0.0
83,1027607,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11384,1027635,3.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11385,1027690,24.0,0.0,0.0,6.0,0.0,3.0,0.0,9.0,24.0,0.0,0.0,3.0,0.0,0.0
Unnamed 11386,1027761,3.0,3.0,6.0,6.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,3.0
83,1027785,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83,1027793,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11387,1027804,12.0,0.0,9.0,0.0,3.0,0.0,0.0,3.0,12.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11388,1027840,3.0,0.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Unnamed 11389,1027865,3.0,3.0,9.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,3.0
83,1027868,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
83,1027928,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 11390,1027967,30.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,6.0,0.0,0.0
Unnamed 11391,1028015,9.0,9.0,3.0,9.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,3.0,0.0,6.0
Unnamed 11392,1028059,6.0,9.0,0.0,12.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0
57,1028065,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11393,1028104,21.0,3.0,9.0,12.0,0.0,0.0,0.0,12.0,21.0,0.0,3.0,6.0,0.0,6.0
Unnamed 11394,1028151,0.0,6.0,0.0,0.0,0.0,9.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 11395,1028170,21.0,9.0,15.0,15.0,0.0,9.0,0.0,12.0,27.0,6.0,0.0,6.0,0.0,6.0
Unnamed 11396,1028197,0.0,9.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,9.0
15,1028209,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 11397,1028233,12.0,3.0,0.0,9.0,0.0,0.0,0.0,12.0,6.0,0.0,6.0,0.0,0.0,0.0
